label,status,start_year,end_year,start_decade,country,types,alt_labels,wikidata_id,wikidata_url,official_website,commons_logo_filename,commons_logo_file_page,commons_logo_download_url,logo_thumb_url
Volkswagen,active,1937,,1930s,Germany,automobile manufacturer,,Q246,http://www.wikidata.org/entity/Q246,https://www.vw.com/,Volkswagen logo 2019.svg,https://commons.wikimedia.org/wiki/File:Volkswagen_logo_2019.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_logo_2019.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_logo_2019.svg?width=128
Volkswagen Group,active,1937,,1930s,Germany,automobile manufacturer,VW;Volkswagen;VOLKSWAGEN AG;Volkswagen Aktiengesellschaft;VOLKSWAGEN AKTIENGESELLSCHAFT;VW AG,Q156578,http://www.wikidata.org/entity/Q156578,https://www.volkswagenag.com/,Volkswagen Group Logo 2023.svg,https://commons.wikimedia.org/wiki/File:Volkswagen_Group_Logo_2023.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Group_Logo_2023.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen_Group_Logo_2023.svg?width=128
Altea,defunct,1938,1941,1930s,Italy,motorcycle manufacturer,,Q2421621,http://www.wikidata.org/entity/Q2421621,,,,,
Altona vehicles,defunct,1938,1946,1930s,,automobile manufacturer,,Q972140,http://www.wikidata.org/entity/Q972140,,,,,
Auburn-Cord-Duesenberg automobiles,active,1938,,1930s,,automobile manufacturer,,Q31837264,http://www.wikidata.org/entity/Q31837264,http://www.acdfactory.com,,,,
Automobiles Boitel,defunct,1938,1949,1930s,France,automobile manufacturer,,Q787547,http://www.wikidata.org/entity/Q787547,,,,,
Balkan (factory),active,1938,,1930s,,automobile manufacturer,,Q12272890,http://www.wikidata.org/entity/Q12272890,,,,,
Bandini Automobili,defunct,1938,1992,1930s,Italy,automobile manufacturer,,Q806323,http://www.wikidata.org/entity/Q806323,,Bandini automobili.JPG,https://commons.wikimedia.org/wiki/File:Bandini_automobili.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Bandini_automobili.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Bandini_automobili.JPG?width=128
DB,defunct,1938,1962,1930s,France,automobile manufacturer,,Q1201942,http://www.wikidata.org/entity/Q1201942,,Emblem DB hell.JPG,https://commons.wikimedia.org/wiki/File:Emblem_DB_hell.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_DB_hell.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_DB_hell.JPG?width=128
Detroit Diesel,active,1938,,1930s,United States,automobile manufacturer,,Q1201531,http://www.wikidata.org/entity/Q1201531,https://www.demanddetroit.com/,Detroit Diesel logo.svg,https://commons.wikimedia.org/wiki/File:Detroit_Diesel_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Detroit_Diesel_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Detroit_Diesel_logo.svg?width=128
Gatso vehicles,defunct,1938,1950,1930s,,automobile manufacturer,,Q1880770,http://www.wikidata.org/entity/Q1880770,,Emblem Gatso.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Gatso.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Gatso.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Gatso.JPG?width=128
Messerschmitt,defunct,1938,1968,1930s,Germany,automobile manufacturer,,Q154470,http://www.wikidata.org/entity/Q154470,,Messerschmitt AG Logo.svg,https://commons.wikimedia.org/wiki/File:Messerschmitt_AG_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Messerschmitt_AG_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Messerschmitt_AG_Logo.svg?width=128
Nuffield Organization,defunct,1938,1952,1930s,United Kingdom,automobile manufacturer,,Q861044,http://www.wikidata.org/entity/Q861044,,Tracteur Nuffield Saint-Cybranet (2).jpg,https://commons.wikimedia.org/wiki/File:Tracteur_Nuffield_Saint-Cybranet_%282%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tracteur_Nuffield_Saint-Cybranet_%282%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tracteur_Nuffield_Saint-Cybranet_%282%29.jpg?width=128
Q25383723,active,1938,,1930s,,automobile manufacturer,,Q25383723,http://www.wikidata.org/entity/Q25383723,,,,,
Ruf Automobile,active,1938,,1930s,Germany,automobile manufacturer,,Q559608,http://www.wikidata.org/entity/Q559608,http://www.ruf-automobile.de/,Ruf Automobile logo.svg,https://commons.wikimedia.org/wiki/File:Ruf_Automobile_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ruf_Automobile_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ruf_Automobile_logo.svg?width=128
Spijkstaal,active,1938,,1930s,,automobile manufacturer,,Q1924627,http://www.wikidata.org/entity/Q1924627,http://www.spijkstaal.nl/select,,,,
Sunbeam-Talbot,defunct,1938,1954,1930s,,automobile manufacturer,,Q7638880,http://www.wikidata.org/entity/Q7638880,,Sunbeam talbot logo.png,https://commons.wikimedia.org/wiki/File:Sunbeam_talbot_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Sunbeam_talbot_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Sunbeam_talbot_logo.png?width=128
Auto Avio Costruzioni,defunct,1939,1957,1930s,Italy,automobile manufacturer,,Q6803854,http://www.wikidata.org/entity/Q6803854,,,,,
Casalini,active,1939,,1930s,Italy,automobile manufacturer;motorcycle manufacturer,,Q1046770,http://www.wikidata.org/entity/Q1046770,http://www.casalini.eu/it/,,,,
Facel Vega,defunct,1939,1964,1930s,France,automobile manufacturer,Facel SA;Facel Véga;Facel;Facel-Vega;Facel S.A.,Q743344,http://www.wikidata.org/entity/Q743344,http://www.facel.de,Facel Vega HK500 - Flickr - exfordy.jpg,https://commons.wikimedia.org/wiki/File:Facel_Vega_HK500_-_Flickr_-_exfordy.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Facel_Vega_HK500_-_Flickr_-_exfordy.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Facel_Vega_HK500_-_Flickr_-_exfordy.jpg?width=128
Iso Rivolta,defunct,1939,1974,1930s,Italy,automobile manufacturer,,Q426892,http://www.wikidata.org/entity/Q426892,http://www.isorivoltaofficial.com,,,,
SeAZ,defunct,1939,2013,1930s,Russia,automobile manufacturer;motorcycle manufacturer,,Q556411,http://www.wikidata.org/entity/Q556411,http://www.seaz.ru,,,,
Whizzer,active,1939,,1930s,United States,automobile manufacturer;motorcycle manufacturer,,Q4035515,http://www.wikidata.org/entity/Q4035515,,,,,
Peel Engineering Company,defunct,1940,1974,1940s,,automobile manufacturer,,Q1261493,http://www.wikidata.org/entity/Q1261493,http://www.peelengineering.co.uk/,Emblem Peel.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Peel.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Peel.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Peel.JPG?width=128
Q1062653,defunct,1940,1941,1940s,,automobile manufacturer,,Q1062653,http://www.wikidata.org/entity/Q1062653,,,,,
Q2521337,defunct,1940,1948,1940s,,automobile manufacturer,,Q2521337,http://www.wikidata.org/entity/Q2521337,,,,,
Q25423763,defunct,1940,1980,1940s,Spain,automobile manufacturer,,Q25423763,http://www.wikidata.org/entity/Q25423763,,,,,
Bombardier Recreational Products,active,1941,,1940s,Canada,motorcycle manufacturer;automobile manufacturer,BRP,Q891797,http://www.wikidata.org/entity/Q891797,https://www.brp.com/,Bombardier.svg,https://commons.wikimedia.org/wiki/File:Bombardier.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Bombardier.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Bombardier.svg?width=128
Faure vehicles,defunct,1941,1947,1940s,,automobile manufacturer,,Q1398506,http://www.wikidata.org/entity/Q1398506,,,,,
IMZ-Ural,active,1941,,1940s,Russia,automobile manufacturer;motorcycle manufacturer,,Q1543724,http://www.wikidata.org/entity/Q1543724,https://www.imz-ural.com/,,,,
Jeep,active,1941,,1940s,United States,automobile manufacturer,,Q30113,http://www.wikidata.org/entity/Q30113,https://www.jeep.com/,Jeep.svg,https://commons.wikimedia.org/wiki/File:Jeep.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Jeep.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Jeep.svg?width=128
Le Dauphin,defunct,1941,1942,1940s,,automobile manufacturer,,Q1809838,http://www.wikidata.org/entity/Q1809838,,,,,
Premier Automobiles Limited,active,1941,,1940s,,automobile manufacturer,,Q268808,http://www.wikidata.org/entity/Q268808,http://www.premier.co.in/,Premier Ltd.svg,https://commons.wikimedia.org/wiki/File:Premier_Ltd.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Premier_Ltd.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Premier_Ltd.svg?width=128
Q1320842,defunct,1941,1944,1940s,,automobile manufacturer,,Q1320842,http://www.wikidata.org/entity/Q1320842,,,,,
Stéla vehicles,defunct,1941,1948,1940s,,automobile manufacturer,,Q1333241,http://www.wikidata.org/entity/Q1333241,,Emblem Stéla.JPG,https://commons.wikimedia.org/wiki/File:Emblem_St%C3%A9la.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_St%C3%A9la.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_St%C3%A9la.JPG?width=128
Tyumenskiy Mototsikletniy Zavod,active,1941,,1940s,,automobile manufacturer;motorcycle manufacturer,Taganrogskiy Instrumentalniy Zavod;TIZ,Q1863067,http://www.wikidata.org/entity/Q1863067,,,,,
UAZ,active,1941,,1940s,Russia,automobile manufacturer,УАЗ;Ulyanovsky Avtomobilny Zavod,Q658242,http://www.wikidata.org/entity/Q658242,https://www.uaz.ru/,Uaz badge.jpg,https://commons.wikimedia.org/wiki/File:Uaz_badge.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Uaz_badge.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Uaz_badge.jpg?width=128
Ural Automotive Plant,active,1941,,1940s,Russia,automobile manufacturer,Ural (Russia);Ural Avto;Ural Sound,Q1473229,http://www.wikidata.org/entity/Q1473229,http://www.uralaz.ru/,Uralzavod178.jpg,https://commons.wikimedia.org/wiki/File:Uralzavod178.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Uralzavod178.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Uralzavod178.jpg?width=128
Électrolette,defunct,1941,1943,1940s,,automobile manufacturer,,Q274575,http://www.wikidata.org/entity/Q274575,,,,,
AFA,defunct,1942,1947,1940s,Spain,automobile manufacturer,,Q787961,http://www.wikidata.org/entity/Q787961,,,,,
BJR motorcycles,defunct,1942,1962,1940s,Spain,automobile manufacturer;motorcycle manufacturer,,Q3099441,http://www.wikidata.org/entity/Q3099441,,,,,
Eshelman,active,1942,,1940s,,automobile manufacturer,,Q1070813,http://www.wikidata.org/entity/Q1070813,,,,,
Fábrica Nacional de Motores,defunct,1942,1988,1940s,Brazil,automobile manufacturer,Fabrica Nacional de Motores,Q144235,http://www.wikidata.org/entity/Q144235,,FNM.svg,https://commons.wikimedia.org/wiki/File:FNM.svg,https://commons.wikimedia.org/wiki/Special:FilePath/FNM.svg,https://commons.wikimedia.org/wiki/Special:FilePath/FNM.svg?width=128
Hino Motors,active,1942,,1940s,Japan,automobile manufacturer,,Q867667,http://www.wikidata.org/entity/Q867667,https://www.hino-global.com/,Hino Motors logo.svg,https://commons.wikimedia.org/wiki/File:Hino_Motors_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Hino_Motors_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Hino_Motors_logo.svg?width=128
Q1325889,defunct,1942,1965,1940s,,automobile manufacturer,,Q1325889,http://www.wikidata.org/entity/Q1325889,,,,,
Sanglas,defunct,1942,1989,1940s,Spain,automobile manufacturer;motorcycle manufacturer,,Q1751725,http://www.wikidata.org/entity/Q1751725,http://www.sanglas.es,Logo sanglas.jpg,https://commons.wikimedia.org/wiki/File:Logo_sanglas.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_sanglas.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_sanglas.jpg?width=128
Kiitokori,active,1943,,1940s,Finland,automobile manufacturer,,Q4042192,http://www.wikidata.org/entity/Q4042192,https://www.kiitokori.fi,,,,
Officine Padane,defunct,1943,2014,1940s,Italy,automobile manufacturer,,Q2015841,http://www.wikidata.org/entity/Q2015841,,,,,
Q16489222,active,1943,,1940s,Spain,automobile manufacturer,,Q16489222,http://www.wikidata.org/entity/Q16489222,,,,,
Itom motorcycles,defunct,1944,1975,1940s,Italy,automobile manufacturer;motorcycle manufacturer,,Q730015,http://www.wikidata.org/entity/Q730015,https://www.motoitom.it/,,,,
Kia,active,1944,,1940s,South Korea,automobile manufacturer,Kyungsung Precision Industry;KN;Kia Corp;Kia Corporation;Kia motors;Kia Motors;Kia Motors Corporation (Seoul),Q35349,http://www.wikidata.org/entity/Q35349,https://kia.com,KIA logo3.svg,https://commons.wikimedia.org/wiki/File:KIA_logo3.svg,https://commons.wikimedia.org/wiki/Special:FilePath/KIA_logo3.svg,https://commons.wikimedia.org/wiki/Special:FilePath/KIA_logo3.svg?width=128
Minsk Automobile Plant,active,1944,,1940s,Belarus,automobile manufacturer,MAZ;Minski Autamabilny Zavod;Minsky Avtomobilny Zavod,Q1251215,http://www.wikidata.org/entity/Q1251215,http://www.maz.by,Minsky automoblie plant.png,https://commons.wikimedia.org/wiki/File:Minsky_automoblie_plant.png,https://commons.wikimedia.org/wiki/Special:FilePath/Minsky_automoblie_plant.png,https://commons.wikimedia.org/wiki/Special:FilePath/Minsky_automoblie_plant.png?width=128
MOL Trucks,active,1944,,1940s,Belgium,automobile manufacturer,,Q25042400,http://www.wikidata.org/entity/Q25042400,http://www.molcy.com,,,,
Montesa,defunct,1944,1986,1940s,Spain,automobile manufacturer;motorcycle manufacturer,Montesa (company),Q1946170,http://www.wikidata.org/entity/Q1946170,http://www.montesa.com,Montesa Enduro 360 H7 1984 logo croped.jpg,https://commons.wikimedia.org/wiki/File:Montesa_Enduro_360_H7_1984_logo_croped.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Montesa_Enduro_360_H7_1984_logo_croped.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Montesa_Enduro_360_H7_1984_logo_croped.jpg?width=128
Aprilia,active,1945,,1940s,Italy,motorcycle manufacturer;automobile manufacturer,,Q622062,http://www.wikidata.org/entity/Q622062,https://www.aprilia.com/,Aprilia-logo.svg,https://commons.wikimedia.org/wiki/File:Aprilia-logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Aprilia-logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Aprilia-logo.svg?width=128
Automobiles Tracta S.A.,defunct,1945,1972,1940s,France,automobile manufacturer,Grégoire,Q1551521,http://www.wikidata.org/entity/Q1551521,,,,,
DMW Motorcycles,defunct,1945,1971,1940s,,motorcycle manufacturer;automobile manufacturer,,Q5205654,http://www.wikidata.org/entity/Q5205654,,,,,
Eisenacher Motorenwerk,defunct,1945,1956,1940s,Germany,automobile manufacturer;motorcycle manufacturer,EMW,Q988514,http://www.wikidata.org/entity/Q988514,,Eisenacher Motorenwerk.svg,https://commons.wikimedia.org/wiki/File:Eisenacher_Motorenwerk.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Eisenacher_Motorenwerk.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Eisenacher_Motorenwerk.svg?width=128
Ford Italia,active,1945,,1940s,Italy,automobile manufacturer,Ford Italy,Q1436858,http://www.wikidata.org/entity/Q1436858,https://www.ford.it/,,,,
Hoffmann,active,1945,,1940s,Germany,automobile manufacturer;motorcycle manufacturer,Gouverneur,Q1623036,http://www.wikidata.org/entity/Q1623036,,,,,
Kaiser Motors,defunct,1945,1970,1940s,United States,automobile manufacturer,,Q1339929,http://www.wikidata.org/entity/Q1339929,,,,,
Lahden Autokori,defunct,1945,2013,1940s,Finland,automobile manufacturer,Lahden Buses & Coaches;Lahti,Q11874348,http://www.wikidata.org/entity/Q11874348,,,,,
Mahindra & Mahindra,active,1945,,1940s,India,automobile manufacturer,Mahindra;Mahindra & Mahindra Limited;Mahindra and Mahindra,Q848059,http://www.wikidata.org/entity/Q848059,http://www.mahindra.com,Mahindra Auto.png,https://commons.wikimedia.org/wiki/File:Mahindra_Auto.png,https://commons.wikimedia.org/wiki/Special:FilePath/Mahindra_Auto.png,https://commons.wikimedia.org/wiki/Special:FilePath/Mahindra_Auto.png?width=128
MV Agusta,active,1945,,1940s,Italy,motorcycle manufacturer;automobile manufacturer,,Q1139995,http://www.wikidata.org/entity/Q1139995,http://www.mvagusta.com/,MV Agusta Logo.svg,https://commons.wikimedia.org/wiki/File:MV_Agusta_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/MV_Agusta_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/MV_Agusta_Logo.svg?width=128
Q134133210,defunct,1945,1955,1940s,Austria,automobile manufacturer,,Q134133210,http://www.wikidata.org/entity/Q134133210,,,,,
Rootes Australia,defunct,1945,1965,1940s,,automobile manufacturer,,Q2166241,http://www.wikidata.org/entity/Q2166241,,Rootes chrysler company logo.png,https://commons.wikimedia.org/wiki/File:Rootes_chrysler_company_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Rootes_chrysler_company_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Rootes_chrysler_company_logo.png?width=128
Röhr tractors,defunct,1945,1954,1940s,Germany,automobile manufacturer;motorcycle manufacturer,,Q1308052,http://www.wikidata.org/entity/Q1308052,,,,,
Saab Automobile,defunct,1945,2011,1940s,Sweden,automobile manufacturer,Project 92;Svenska Aeroplan Aktiebolaget;Saab Automobile AB;Saab;X9248,Q48957,http://www.wikidata.org/entity/Q48957,https://saabparts.com/international/,Saab wordmark grey.svg,https://commons.wikimedia.org/wiki/File:Saab_wordmark_grey.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Saab_wordmark_grey.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Saab_wordmark_grey.svg?width=128
Tata Motors Ltd,active,1945,,1940s,India,automobile manufacturer,Tata Motors;Tata Motors Limited;TELCO;Tata Engineering and Locomotive Company,Q188514,http://www.wikidata.org/entity/Q188514,https://www.tatamotors.com/,Tata Motors Logo.svg,https://commons.wikimedia.org/wiki/File:Tata_Motors_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Tata_Motors_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Tata_Motors_Logo.svg?width=128
Vemag,defunct,1945,1967,1940s,Brazil,automobile manufacturer,Veículos e Máquinas Agrícolas,Q10389626,http://www.wikidata.org/entity/Q10389626,,,,,
Ambassador Motorcycles,defunct,1946,1964,1940s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q614942,http://www.wikidata.org/entity/Q614942,,,,,
Astra,active,1946,,1940s,Italy,automobile manufacturer,Iveco Astra;Anonima Sarda Trasporti;Astra Veicoli Industriali S.p.A.,Q750234,http://www.wikidata.org/entity/Q750234,https://www.astra-trucks.com/,Astra (Astra Veicoli Industriali) logo.svg,https://commons.wikimedia.org/wiki/File:Astra_%28Astra_Veicoli_Industriali%29_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Astra_%28Astra_Veicoli_Industriali%29_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Astra_%28Astra_Veicoli_Industriali%29_logo.svg?width=128
Automobiles Julien,defunct,1946,1950,1940s,,automobile manufacturer,,Q787634,http://www.wikidata.org/entity/Q787634,,,,,
Bristol Cars,defunct,1946,2020,1940s,United Kingdom,automobile manufacturer,,Q27392,http://www.wikidata.org/entity/Q27392,http://www.bristolcars.co.uk/,Bristol-Signature-2019.jpg,https://commons.wikimedia.org/wiki/File:Bristol-Signature-2019.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Bristol-Signature-2019.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Bristol-Signature-2019.jpg?width=128
Champion,active,1946,,1940s,,automobile manufacturer,,Q871108,http://www.wikidata.org/entity/Q871108,,,,,
Darrin Automotive Design,defunct,1946,1958,1940s,,automobile manufacturer,,Q31836846,http://www.wikidata.org/entity/Q31836846,,,,,
Donald Healey Motor Company,defunct,1946,1954,1940s,,automobile manufacturer,,Q1129749,http://www.wikidata.org/entity/Q1129749,,Healey badge.jpg,https://commons.wikimedia.org/wiki/File:Healey_badge.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Healey_badge.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Healey_badge.jpg?width=128
EMC Motorcycles,defunct,1946,1977,1940s,United Kingdom,motorcycle manufacturer;automobile manufacturer,Ehrlich Motor Co,Q5323382,http://www.wikidata.org/entity/Q5323382,,EMC Logo.jpg,https://commons.wikimedia.org/wiki/File:EMC_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/EMC_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/EMC_Logo.jpg?width=128
Fend vehicles,defunct,1946,1953,1940s,Germany,automobile manufacturer,,Q15810764,http://www.wikidata.org/entity/Q15810764,,,,,
Gordini,active,1946,,1940s,France,automobile manufacturer,,Q173222,http://www.wikidata.org/entity/Q173222,,Gordini Logo.svg,https://commons.wikimedia.org/wiki/File:Gordini_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Gordini_Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Gordini_Logo.svg?width=128
Hurst vehicles,defunct,1946,1950,1940s,Germany,automobile manufacturer,,Q1392789,http://www.wikidata.org/entity/Q1392789,,Emblem Hurst.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Hurst.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Hurst.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Hurst.JPG?width=128
J-P Wimille,defunct,1946,1950,1940s,,automobile manufacturer,,Q2583251,http://www.wikidata.org/entity/Q2583251,,Emblem Wimille.jpg,https://commons.wikimedia.org/wiki/File:Emblem_Wimille.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Wimille.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Wimille.jpg?width=128
Marsonetto vehicles,defunct,1946,1972,1940s,France,automobile manufacturer,,Q1370323,http://www.wikidata.org/entity/Q1370323,,,,,
Nordwestdeutscher Fahrzeugbau,defunct,1946,1955,1940s,Germany,automobile manufacturer,,Q1998858,http://www.wikidata.org/entity/Q1998858,,,,,
Pegaso,defunct,1946,1994,1940s,Spain,automobile manufacturer,,Q1477881,http://www.wikidata.org/entity/Q1477881,,PegasoLogo.jpg,https://commons.wikimedia.org/wiki/File:PegasoLogo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/PegasoLogo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/PegasoLogo.jpg?width=128
Q1019671,defunct,1946,1947,1940s,,automobile manufacturer,,Q1019671,http://www.wikidata.org/entity/Q1019671,,,,,
Q1304036,active,1946,,1940s,,automobile manufacturer,,Q1304036,http://www.wikidata.org/entity/Q1304036,,,,,
Q2015844,defunct,1946,1950,1940s,,automobile manufacturer,,Q2015844,http://www.wikidata.org/entity/Q2015844,,,,,
Rovin,defunct,1946,1961,1940s,France,automobile manufacturer;motorcycle manufacturer,,Q1623998,http://www.wikidata.org/entity/Q1623998,,Logo Rovin.jpg,https://commons.wikimedia.org/wiki/File:Logo_Rovin.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Rovin.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logo_Rovin.jpg?width=128
Sava,defunct,1946,1990,1940s,Spain,automobile manufacturer,,Q7427659,http://www.wikidata.org/entity/Q7427659,,,,,
Tholomé,defunct,1946,1951,1940s,France,automobile manufacturer,,Q133282920,http://www.wikidata.org/entity/Q133282920,,,,,
Aerocarene,defunct,1947,1948,1940s,France,automobile manufacturer,,Q4688219,http://www.wikidata.org/entity/Q4688219,,,,,
Awtowelo,defunct,1947,1952,1940s,German Democratic Republic,automobile manufacturer,,Q791807,http://www.wikidata.org/entity/Q791807,,,,,
Buckler Cars,defunct,1947,1965,1940s,,automobile manufacturer,,Q999787,http://www.wikidata.org/entity/Q999787,,,,,
Carmichael,active,1947,,1940s,United Kingdom,automobile manufacturer,SIMON CARMICHAEL INTERNATIONAL GROUP LIMITED|;YONGQIANG-CARMICHAEL TECHNOLOGY LIMITED;SIG,Q25172034,http://www.wikidata.org/entity/Q25172034,,,,,
Ceccato motorcycles,defunct,1947,1962,1940s,Italy,automobile manufacturer;motorcycle manufacturer,,Q5055859,http://www.wikidata.org/entity/Q5055859,,,,,
Chappe et Gessalin,defunct,1947,1974,1940s,France,automobile manufacturer,,Q742909,http://www.wikidata.org/entity/Q742909,,Emblem CG.JPG,https://commons.wikimedia.org/wiki/File:Emblem_CG.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_CG.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_CG.JPG?width=128
Davis Motorcar Company,defunct,1947,1948,1940s,United States,automobile manufacturer,,Q1178164,http://www.wikidata.org/entity/Q1178164,,,,,
Ferrari,active,1947,,1940s,Italy,automobile manufacturer,,Q27586,http://www.wikidata.org/entity/Q27586,https://www.ferrari.com/,Ferrari wordmark.svg,https://commons.wikimedia.org/wiki/File:Ferrari_wordmark.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari_wordmark.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari_wordmark.svg?width=128
Fimer,defunct,1947,1957,1940s,,motorcycle manufacturer,,Q1239317,http://www.wikidata.org/entity/Q1239317,,,,,
Gilco vehicles,active,1947,,1940s,,automobile manufacturer,,Q1524189,http://www.wikidata.org/entity/Q1524189,http://www.gilcodesign.com,,,,
Lennartsfors AB,active,1947,,1940s,,automobile manufacturer,,Q2000213,http://www.wikidata.org/entity/Q2000213,http://www.lennartsfors.com/,,,,
Lube Motorcycles,defunct,1947,1967,1940s,Spain,automobile manufacturer;motorcycle manufacturer,,Q2028196,http://www.wikidata.org/entity/Q2028196,,,,,
Motocicli Maserati,defunct,1947,1960,1940s,Italy,automobile manufacturer;motorcycle manufacturer,Fabbrica Candele Accumulatori Maserati,Q3850740,http://www.wikidata.org/entity/Q3850740,,,,,
Nanjing Automobile,active,1947,,1940s,People's Republic of China,automobile manufacturer,Nanjing Automobile Corporation,Q1584295,http://www.wikidata.org/entity/Q1584295,http://www.nanqi.com.cn/,,,,
OSCA,defunct,1947,1967,1940s,Italy,automobile manufacturer,Officine Specializzate Costruzione Automobili,Q936574,http://www.wikidata.org/entity/Q936574,,OSCA badge - Flickr - exfordy.jpg,https://commons.wikimedia.org/wiki/File:OSCA_badge_-_Flickr_-_exfordy.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/OSCA_badge_-_Flickr_-_exfordy.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/OSCA_badge_-_Flickr_-_exfordy.jpg?width=128
Paramount Cars,defunct,1947,1956,1940s,,automobile manufacturer,,Q2051713,http://www.wikidata.org/entity/Q2051713,,,,,
Playboy Automobile Company,defunct,1947,1951,1940s,United States,automobile manufacturer,,Q2099039,http://www.wikidata.org/entity/Q2099039,,,,,
Q1349048,defunct,1947,1949,1940s,,automobile manufacturer,,Q1349048,http://www.wikidata.org/entity/Q1349048,,,,,
Q25382345,defunct,1947,2002,1940s,,automobile manufacturer,,Q25382345,http://www.wikidata.org/entity/Q25382345,,,,,
